60, 0
64.27040266483786, 11560.693641618825
66.67737826981484, 260115.6069364166
68.53414323503479, 566473.9884393062
69.85402174977956, 832369.9421965322
71.9662976388753, 1254335.2601156072
75.17585970412463, 1583815.0289017344
81.09101596943276, 1959537.5722543353
87.28127755461938, 2306358.38150289
91.05986087978837, 2439306.3583815033
94.5805819535613, 2473988.439306359
99.19858920348781, 2416184.971098266
104.09797198001374, 2283236.9942196533
109.2755951797786, 2098265.8959537577
115.27069658077792, 1884393.0635838152
120.18340354658568, 1653179.1907514452
126.18320760262566, 1404624.2774566477
132.728519643382, 1132947.9768786128
141.4386205545214, 895953.7572254338
150.95522680513372, 710982.6589595377
163.17272460076416, 606936.4161849716
176.74066816890368, 543352.6011560699
191.39727637895564, 450867.0520231216
207.95532477711373, 335260.1156069366
