48, 0
52.33663172332713, 23121.387283237185
54.73576956990303, 329479.7687861272
56.57999412168121, 728323.6994219655
57.87165670618204, 1202312.1387283239
59.986283922798094, 1606936.416184971
63.18408935044579, 2023121.3872832372
66.92583521112962, 2427745.6647398844
71.50151856569022, 2682080.9248554916
75.00813167434116, 2820809.2485549133
77.44410698540217, 2855491.329479769
81.51895757813267, 2803468.2080924856
85.06867835798963, 2624277.456647399
90.26432840207701, 2306358.38150289
95.18800822964633, 1994219.653179191
97.92730479082985, 1791907.5144508672
102.02723621044382, 1554913.294797688
107.21975115117078, 1260115.6069364164
112.68031742921525, 988439.3063583816
119.76486724796709, 739884.3930635839
127.92789262270989, 537572.25433526
139.88047418438325, 387283.23699421994
155.89301459782504, 294797.68786127213
171.3600470265504, 225433.52601156104
188.72381698834133, 167630.0578034683
205.54443029293623, 115606.936416185
